visitors,datetime,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,cloudcover,visibility,solarradiation,uvindex,sunrise,sunset
25548,2021-02-25,24.8,16.6,60.8,0.088,100,8.33,64.7,34.9,56.2,15.9,194.4,8,2021-02-25 6:54:38,2021-02-25 18:34:24
25306,2021-02-26,25,16.2,58.6,0,0,0,54,36.4,45.6,16,231.8,9,2021-02-26 6:53:52,2021-02-26 18:34:50
27076,2021-02-27,23.5,17.6,69.5,6.439,100,33.33,51.8,33.4,56.7,15.9,106.4,6,2021-02-27 6:53:06,2021-02-27 18:35:15
29244,2021-02-28,23.7,17.1,66.9,0.312,100,12.5,56.6,37.7,55.9,15.7,189.5,7,2021-02-28 6:52:18,2021-02-28 18:35:39
29890,2021-03-01,23.7,15.4,60.4,0.371,100,8.33,54.7,34.9,70.1,15.9,201.3,9,2021-03-01 6:51:30,2021-03-01 18:36:04
28871,2021-03-02,23.3,15.4,62,0.946,100,25,60.5,38.6,56,16,180.3,7,2021-03-02 6:50:42,2021-03-02 18:36:27
29124,2021-03-03,22.7,14.7,61.9,2.567,100,8.33,48.1,26.5,60,15.7,199.5,8,2021-03-03 6:49:53,2021-03-03 18:36:51
28379,2021-03-04,22,15,65,0.704,100,12.5,48.1,23.5,53.3,15.9,191.5,6,2021-03-04 6:49:03,2021-03-04 18:37:14
29813,2021-03-05,21.2,17.1,78.6,7.343,100,45.83,53.6,28,82.2,15.6,131.3,6,2021-03-05 6:48:13,2021-03-05 18:37:37
29459,2021-03-06,22.7,16.7,69.6,0.898,100,16.67,48.3,34.5,63.9,15.8,139,5,2021-03-06 6:47:22,2021-03-06 18:37:59
31672,2021-03-07,24.2,16.1,61.3,0,0,0,44.8,31.1,30.8,16,225.3,8,2021-03-07 6:46:31,2021-03-07 18:38:21
32361,2021-03-08,23,18.9,78.3,16.678,100,50,48.1,30.4,80.3,15.4,115.6,6,2021-03-08 6:45:40,2021-03-08 18:38:43
29785,2021-03-09,22,19.2,84.5,36.818,100,66.67,69.4,20.1,92.6,14.8,98.5,6,2021-03-09 6:44:48,2021-03-09 18:39:04
30091,2021-03-10,21.5,19.6,89.7,23.609,100,58.33,38.9,22.5,65.4,15,260.6,10,2021-03-10 6:43:55,2021-03-10 18:39:26
28260,2021-03-11,21.8,19.7,88.2,8.623,100,41.67,,13.8,72.9,15.3,144.6,6,2021-03-11 6:43:02,2021-03-11 18:39:47
27578,2021-03-12,22.6,20.5,88.2,10.259,100,45.83,50,35,79,15.4,104.2,7,2021-03-12 6:42:09,2021-03-12 18:40:07
29198,2021-03-13,21.9,18.4,80.9,4.238,100,50,50,23.7,73.1,15.7,156.2,6,2021-03-13 6:41:16,2021-03-13 18:40:28
29871,2021-03-14,22.2,17.7,76.2,0.411,100,8.33,31.7,16.8,52,15.8,206.8,8,2021-03-14 6:40:22,2021-03-14 18:40:48
30643,2021-03-15,22,18.9,83.2,1.85,100,25,42.5,30.8,50.5,15.6,127.9,7,2021-03-15 6:39:29,2021-03-15 18:41:08
29050,2021-03-16,22.4,18.7,80.6,2.944,100,41.67,50,29.2,79.9,15.8,134.1,6,2021-03-16 6:38:34,2021-03-16 18:41:28
28791,2021-03-17,22.9,15.6,64.5,0.105,100,8.33,59.4,35.1,51.7,16,307.9,10,2021-03-17 6:37:40,2021-03-17 18:41:47
27159,2021-03-18,21.3,16.3,73.3,1.23,100,33.33,88.1,32.2,72.6,15.5,140.5,5,2021-03-18 6:36:46,2021-03-18 18:42:07
27156,2021-03-19,23,15,61.4,0.484,100,8.33,108,34.8,49.7,16,298.1,10,2021-03-19 6:35:51,2021-03-19 18:42:26
26968,2021-03-20,23.3,16.4,65.8,0.48,100,12.5,53.6,36,59.4,15.8,319.5,9,2021-03-20 6:34:56,2021-03-20 18:42:46
29314,2021-03-21,23,15.2,62.5,0.594,100,16.67,57.2,32.9,55.8,15.5,248.3,10,2021-03-21 6:34:01,2021-03-21 18:43:05
29251,2021-03-22,23.9,15.5,60,0,0,0,45,25.6,43.9,16,240.6,9,2021-03-22 6:33:06,2021-03-22 18:43:24
27306,2021-03-23,23.3,18.6,75.2,4.619,100,41.67,20.5,17.6,60.5,16,147,5,2021-03-23 6:32:11,2021-03-23 18:43:42
26575,2021-03-24,24.8,19.9,74.4,1.053,100,37.5,35.3,27.3,82.6,15.8,73.5,4,2021-03-24 6:31:16,2021-03-24 18:44:01
26319,2021-03-25,24.5,20.1,76.7,6.549,100,29.17,36.6,21.7,72.2,15.4,96.3,4,2021-03-25 6:30:22,2021-03-25 18:44:20
25258,2021-03-26,24.5,18.7,71,0,0,0,38.9,19.7,49.2,16,157.3,7,2021-03-26 6:29:27,2021-03-26 18:44:39
25984,2021-03-27,24.6,17.1,63.2,0,0,0,42.4,31.3,68,16,269.7,10,2021-03-27 6:28:32,2021-03-27 18:44:58
27118,2021-03-28,23.6,15.8,61.8,0,0,0,36,20.7,78.2,16,159.9,6,2021-03-28 6:27:37,2021-03-28 18:45:16
27949,2021-03-29,24.6,17.5,65,0.191,100,8.33,37.1,23.2,68.4,16,131.6,4,2021-03-29 6:26:42,2021-03-29 18:45:35
26593,2021-03-30,24.7,17.9,66.7,0,0,0,39.1,30.6,51.1,16,198.1,6,2021-03-30 6:25:48,2021-03-30 18:45:54
27284,2021-03-31,24.6,18,67.4,0,0,0,37.1,28.5,56.7,16,212.1,9,2021-03-31 6:24:53,2021-03-31 18:46:12
25647,2021-04-01,24.1,17,65,0.077,100,4.17,37.9,25.3,49.4,16,284.5,9,2021-04-01 6:23:59,2021-04-01 18:46:31
25060,2021-04-02,23.3,16.5,65.9,0.073,100,4.17,33.5,26.8,42.3,16,228.9,7,2021-04-02 6:23:05,2021-04-02 18:46:50
26298,2021-04-03,23.7,15.9,61.9,0,0,0,44.6,30.9,38.9,16,260.3,8,2021-04-03 6:22:11,2021-04-03 18:47:09
27462,2021-04-04,22.8,16.3,67,0.461,100,25,51.8,35,50.7,15.8,301,10,2021-04-04 6:21:18,2021-04-04 18:47:27
27831,2021-04-05,23.6,15.6,61.1,0,0,0,57.5,35.7,35.2,16,296.3,10,2021-04-05 6:20:25,2021-04-05 18:47:46
26931,2021-04-06,23.1,13.9,56.9,0.077,100,4.17,50.4,32.1,44.7,15.9,296,10,2021-04-06 6:19:32,2021-04-06 18:48:06
26564,2021-04-07,22.6,14.6,60.9,0.205,100,12.5,43.5,29.3,66.4,15.9,244.7,8,2021-04-07 6:18:39,2021-04-07 18:48:25
25060,2021-04-08,23.3,13.7,55.4,0,0,0,72,30.6,34.4,16,265.3,8,2021-04-08 6:17:47,2021-04-08 18:48:44
25376,2021-04-09,23.1,14.1,57.7,0.117,100,4.17,40.7,27.5,34.8,16,309.2,10,2021-04-09 6:16:55,2021-04-09 18:49:03
24775,2021-04-10,22.8,14.1,58.8,0,0,0,,20.5,59.2,16,266.9,10,2021-04-10 6:16:04,2021-04-10 18:49:23
26806,2021-04-11,22,15.4,66.8,6.966,100,20.83,,20.1,63.4,15.9,175.3,5,2021-04-11 6:15:13,2021-04-11 18:49:43
25962,2021-04-12,22.7,15.6,65.7,0,0,0,27.7,23.6,35.7,16,200.6,9,2021-04-12 6:14:22,2021-04-12 18:50:03
25299,2021-04-13,23.5,14.8,59.5,0.073,100,4.17,37.9,29.8,34,16,252.1,9,2021-04-13 6:13:32,2021-04-13 18:50:23
26231,2021-04-14,23.5,15,59.8,0,0,0,42.5,25.9,38.3,16,245,8,2021-04-14 6:12:42,2021-04-14 18:50:43
24953,2021-04-15,23.8,15,58.3,0,0,0,38.9,27.2,44,16,175.6,8,2021-04-15 6:11:53,2021-04-15 18:51:03
25251,2021-04-16,23,15.6,63.9,0,0,0,,16.6,54,16,214.6,9,2021-04-16 6:11:05,2021-04-16 18:51:24
26552,2021-04-17,23.4,16.1,64.4,3.46,100,41.67,37.3,29.2,52.2,15.8,180.9,8,2021-04-17 6:10:17,2021-04-17 18:51:44
26888,2021-04-18,24.4,16,60.7,0,0,0,51.8,25.4,39.3,16,271.1,10,2021-04-18 6:09:29,2021-04-18 18:52:05
30444,2021-04-19,24.9,17.8,65.5,0,0,0,,14.1,45.2,16,305,10,2021-04-19 6:08:43,2021-04-19 18:52:27
30381,2021-04-20,24.8,18.3,67.4,0.077,100,4.17,5.4,23.3,80.1,16,140.6,6,2021-04-20 6:07:57,2021-04-20 18:52:48
28485,2021-04-21,25.2,17.8,64.3,0,0,0,5.4,20.2,43.8,16,160.5,8,2021-04-21 6:07:11,2021-04-21 18:53:09
27339,2021-04-22,25.5,17,60.1,0,0,0,36.6,23.9,34,16,195,6,2021-04-22 6:06:26,2021-04-22 18:53:31
23730,2021-04-23,25.2,16.6,59.3,0,0,0,43.3,32.3,34.9,16,287,9,2021-04-23 6:05:42,2021-04-23 18:53:53
25031,2021-04-24,25.2,16.7,59.8,0,0,0,43,28.7,46.6,16,284.7,9,2021-04-24 6:04:59,2021-04-24 18:54:15
25554,2021-04-25,25,17.3,62.8,0,0,0,46,29,49,16,281.7,9,2021-04-25 6:04:16,2021-04-25 18:54:38
26779,2021-04-26,25.1,17.7,63.9,0.044,100,4.17,35.3,18.9,62.1,16,162.1,6,2021-04-26 6:03:34,2021-04-26 18:55:00
27154,2021-04-27,25,18.8,69.5,0.105,100,8.33,33.5,23.8,62,15.9,228.7,8,2021-04-27 6:02:53,2021-04-27 18:55:23
27110,2021-04-28,24.1,18.5,71.9,3.202,100,16.67,29.5,20.5,63.7,15.4,217.9,10,2021-04-28 6:02:13,2021-04-28 18:55:46
26482,2021-04-29,24.7,17.8,66.6,0.073,100,4.17,33.5,22.1,74.8,16,171,9,2021-04-29 6:01:33,2021-04-29 18:56:10
26658,2021-04-30,24.9,18.2,66.8,0,0,0,38.9,30,62.6,16,188,6,2021-04-30 6:00:55,2021-04-30 18:56:33
26758,2021-05-01,25.2,18.1,65.1,0.045,100,4.17,46,32.3,53.4,16,265.3,9,2021-05-01 6:00:17,2021-05-01 18:56:57
28456,2021-05-02,25.4,17.6,62.7,0.011,100,4.17,252,30,59.6,16,252.7,10,2021-05-02 5:59:40,2021-05-02 18:57:21
29703,2021-05-03,25.8,17.4,60.4,0,0,0,38.9,27.6,49.5,16,219,8,2021-05-03 5:59:04,2021-05-03 18:57:45
28365,2021-05-04,25,18,65.8,0.597,100,20.83,33.5,23.9,48.3,16,147.3,5,2021-05-04 5:58:29,2021-05-04 18:58:09
28623,2021-05-05,25.3,17.7,63.2,0.044,100,4.17,48.7,26.7,70,16,213.6,8,2021-05-05 5:57:54,2021-05-05 18:58:34
29068,2021-05-06,24.8,18.2,67.1,2.965,100,16.67,35.6,20.7,66.7,15.8,137.8,4,2021-05-06 5:57:21,2021-05-06 18:58:58
28633,2021-05-07,25.2,18.4,66.9,0.281,100,12.5,216,25.7,77.8,15.9,189.7,7,2021-05-07 5:56:49,2021-05-07 18:59:23
28537,2021-05-08,25.6,17.1,60.3,0,0,0,40.7,29.7,42.6,16,286.5,9,2021-05-08 5:56:17,2021-05-08 18:59:48
29129,2021-05-09,25.3,18.5,66.7,0.515,100,16.67,42.5,31,47.4,15.9,195.6,8,2021-05-09 5:55:47,2021-05-09 19:00:13
29878,2021-05-10,25.5,18.1,64.1,0,0,0,46.4,32.6,53.1,16,239.5,8,2021-05-10 5:55:17,2021-05-10 19:00:39
29437,2021-05-11,25.4,17.2,61,0,0,0,46.7,30.9,42.2,16,320.8,10,2021-05-11 5:54:49,2021-05-11 19:01:04
29633,2021-05-12,25.3,16.6,59.4,0,0,0,59.3,30.8,50,16,247.2,8,2021-05-12 5:54:22,2021-05-12 19:01:30
30348,2021-05-13,25.2,17.5,63.1,0.979,100,25,40.7,27,54.8,15.9,260.3,9,2021-05-13 5:53:55,2021-05-13 19:01:55
33708,2021-05-14,25.1,17.2,62.2,0.044,100,4.17,108,31.4,38.2,16,301.3,9,2021-05-14 5:53:30,2021-05-14 19:02:21
35077,2021-05-15,24.6,16.5,61.7,0.468,100,8.33,44.6,31.9,44.6,16,254.2,10,2021-05-15 5:53:06,2021-05-15 19:02:47
34976,2021-05-16,24.4,16.2,60.2,0.257,100,16.67,48.3,30.4,56.6,15.9,204.4,6,2021-05-16 5:52:42,2021-05-16 19:03:13
36449,2021-05-17,24.9,16,58.1,0.073,100,4.17,50.1,31.5,40.7,16,308,10,2021-05-17 5:52:20,2021-05-17 19:03:39
36582,2021-05-18,24.7,16.6,60.7,0.079,100,4.17,40.3,23.5,47,15.9,282.5,9,2021-05-18 5:51:59,2021-05-18 19:04:05
34962,2021-05-19,24.8,16.7,61.2,0.011,100,4.17,28.8,17,50.1,16,267.6,9,2021-05-19 5:51:39,2021-05-19 19:04:31
34962,2021-05-20,25.5,17.2,60.2,0,0,0,49.4,34.1,43.9,16,262.7,8,2021-05-20 5:51:20,2021-05-20 19:04:57
34989,2021-05-21,25.4,16.7,59.2,0,0,0,40,29.8,48.6,16,258.3,8,2021-05-21 5:51:02,2021-05-21 19:05:23
34693,2021-05-22,25.8,17.3,60.2,0,0,0,37.1,28.9,51,16,289.2,10,2021-05-22 5:50:45,2021-05-22 19:05:49
37070,2021-05-23,25.6,19.2,68.3,0,0,0,33.5,23.1,49,16,257.6,8,2021-05-23 5:50:30,2021-05-23 19:06:14
36537,2021-05-24,25.7,20.1,71.7,0,0,0,,17.3,57.5,16,165.5,6,2021-05-24 5:50:15,2021-05-24 19:06:40
36605,2021-05-25,25.5,19.8,70.7,0,0,0,35.3,24,50.7,16,251.8,10,2021-05-25 5:50:02,2021-05-25 19:07:06
35097,2021-05-26,26.5,18.5,62.6,0,0,0,35.3,30.1,40.3,16,320.9,10,2021-05-26 5:49:49,2021-05-26 19:07:31
33964,2021-05-27,26.4,18.3,62,0,0,0,40.2,29.1,38.9,16,307.9,10,2021-05-27 5:49:38,2021-05-27 19:07:56
35866,2021-05-28,26,17.6,60.4,0,0,0,35.3,23.1,40,16,310.6,10,2021-05-28 5:49:28,2021-05-28 19:08:21
34092,2021-05-29,25.5,18.1,63.8,0,0,0,252,21.6,40.9,16,229.1,10,2021-05-29 5:49:19,2021-05-29 19:08:46
36768,2021-05-30,25.6,18.9,66.7,0.337,100,8.33,5.4,23.7,49.3,16,225.3,8,2021-05-30 5:49:11,2021-05-30 19:09:11
37704,2021-05-31,26.2,19,64.8,0,0,0,5.4,16.6,27.4,16,239.2,10,2021-05-31 5:49:04,2021-05-31 19:09:35
36728,2021-06-01,27,18.8,62.1,0,0,0,38.9,25.7,37.6,16,334.1,10,2021-06-01 5:48:58,2021-06-01 19:09:59
34321,2021-06-02,26.9,18.5,60.5,0,0,0,37.5,26.2,47.1,16,281.1,10,2021-06-02 5:48:53,2021-06-02 19:10:23
34830,2021-06-03,26.6,18.7,62.9,0.044,100,4.17,38.9,27.4,54.6,16,194,8,2021-06-03 5:48:50,2021-06-03 19:10:46
34029,2021-06-04,26.6,18.5,62.3,0.023,100,4.17,44.1,30.6,54,16,202.2,7,2021-06-04 5:48:47,2021-06-04 19:11:09
34205,2021-06-05,26.5,17.7,58.6,0,0,0,47.7,32.3,39.8,16,130.8,9,2021-06-05 5:48:46,2021-06-05 19:11:32
35091,2021-06-06,26,17.6,60.6,0.252,100,4.17,44.3,29.2,46.4,15.9,215.4,7,2021-06-06 5:48:45,2021-06-06 19:11:54
35773,2021-06-07,26.5,18.1,60.5,0,0,0,51.8,32,51.1,16,266,10,2021-06-07 5:48:45,2021-06-07 19:12:16
35006,2021-06-08,26.7,18,59.5,0.02,100,4.17,51.3,33.5,50.6,16,160.5,8,2021-06-08 5:48:47,2021-06-08 19:12:37
33918,2021-06-09,26.6,17.4,57.7,0.088,100,8.33,52.7,36,53.5,16,199.1,7,2021-06-09 5:48:49,2021-06-09 19:12:58
33756,2021-06-10,26.5,18.1,61.1,0.064,100,16.67,61,34.8,57.4,15.9,260.3,9,2021-06-10 5:48:53,2021-06-10 19:13:18
33012,2021-06-11,25.4,19.3,69.2,0.32,100,29.17,44.6,22.1,70.7,15.7,144.2,6,2021-06-11 5:48:57,2021-06-11 19:13:38
34477,2021-06-12,26.3,17.9,61.2,0.108,100,29.17,42.5,28.6,65.2,15.9,205.3,10,2021-06-12 5:49:03,2021-06-12 19:13:57
34742,2021-06-13,25.6,17,59.5,0.107,100,16.67,46.7,30.1,57.3,15.9,157.7,6,2021-06-13 5:49:09,2021-06-13 19:14:15
35803,2021-06-14,26.1,16.3,55.7,0,0,0,43.6,25.6,63.8,16,288.2,10,2021-06-14 5:49:16,2021-06-14 19:14:33
35728,2021-06-15,26.3,18,60.8,0,0,0,38.8,27.8,70.7,16,177.6,6,2021-06-15 5:49:24,2021-06-15 19:14:50
33427,2021-06-16,26.9,17.8,58.6,0,0,0,62.1,27.4,48.3,16,236.4,10,2021-06-16 5:49:33,2021-06-16 19:15:07
33576,2021-06-17,26.6,18.7,62.8,0.747,100,4.17,48,29,60.1,16,245.3,8,2021-06-17 5:49:43,2021-06-17 19:15:23
34657,2021-06-18,26.7,17.5,58,0,0,0,40.7,25.9,39.9,16,312.6,10,2021-06-18 5:49:54,2021-06-18 19:15:37
34506,2021-06-19,25.9,17.7,61.1,0.411,100,16.67,,27.7,46.7,15.9,315.3,10,2021-06-19 5:50:05,2021-06-19 19:15:52
36554,2021-06-20,26,17.9,62,0.216,100,4.17,37.1,26.7,50.3,15.9,283.4,9,2021-06-20 5:50:18,2021-06-20 19:16:05
37699,2021-06-21,26.2,18.5,63.7,0,0,0,35.3,22.8,43.4,16,285.9,10,2021-06-21 5:50:31,2021-06-21 19:16:18
36029,2021-06-22,26.6,18.1,60.6,0,0,0,35.3,24.6,38.7,16,318.2,10,2021-06-22 5:50:45,2021-06-22 19:16:29
34912,2021-06-23,26.1,18.5,63.7,0.365,100,16.67,40.7,23.9,56.3,16,287.6,10,2021-06-23 5:50:59,2021-06-23 19:16:40
34036,2021-06-24,26.4,17.8,59.9,0,0,0,34,24.3,42.2,15.9,330,10,2021-06-24 5:51:14,2021-06-24 19:16:50
33264,2021-06-25,26,18.5,64.5,0,0,0,,28.7,42.1,15.9,219,10,2021-06-25 5:51:30,2021-06-25 19:16:59
33799,2021-06-26,26,18.7,64.7,0,0,0,,19.8,41.6,15.9,229.1,10,2021-06-26 5:51:47,2021-06-26 19:17:08
35571,2021-06-27,26.8,18.3,60.7,0,0,0,38.9,26.1,58.4,15.9,276.4,10,2021-06-27 5:52:04,2021-06-27 19:17:15
36103,2021-06-28,26.8,17.1,56.3,0,0,0,38.9,22.2,35.7,15.9,329.1,10,2021-06-28 5:52:21,2021-06-28 19:17:21
35690,2021-06-29,26.7,18.3,60.9,0,0,0,35.3,24.9,39.8,15.9,329.6,10,2021-06-29 5:52:40,2021-06-29 19:17:26
34340,2021-06-30,27.3,18.9,60.8,0,0,0,45.3,29.4,45.1,15.8,278.7,10,2021-06-30 5:52:59,2021-06-30 19:17:31
34035,2021-07-01,27.2,17.5,56.4,0,0,0,50,31.2,50.2,15.8,198.6,7,2021-07-01 5:53:18,2021-07-01 19:17:34
34207,2021-07-02,27,18.6,60.4,0.117,100,4.17,59.1,32.3,62.6,15.7,273,10,2021-07-02 5:53:38,2021-07-02 19:17:36
34545,2021-07-03,26.1,19,65.2,0.09,100,8.33,47.9,30.8,80.2,15.8,185.4,9,2021-07-03 5:53:58,2021-07-03 19:17:37
34475,2021-07-04,25.8,19,66.6,1.126,100,33.33,47.6,28,82.7,15.5,229.3,9,2021-07-04 5:54:19,2021-07-04 19:17:37
35240,2021-07-05,26.7,18.8,62.6,0,0,0,40.8,28.1,44.9,15.8,240.7,7,2021-07-05 5:54:40,2021-07-05 19:17:36
35345,2021-07-06,26.9,19.1,63.2,0.385,100,12.5,47.1,26.9,56.4,15.7,300.5,10,2021-07-06 5:55:01,2021-07-06 19:17:34
34458,2021-07-07,26.4,18.7,64.4,0.48,100,16.67,40.7,28.3,52.2,15.7,266.2,10,2021-07-07 5:55:23,2021-07-07 19:17:31
33540,2021-07-08,26.5,18.5,62,0.337,100,4.17,31.7,25.2,43.9,15.7,304.1,10,2021-07-08 5:55:45,2021-07-08 19:17:27
33723,2021-07-09,26.8,18.1,59.5,0.117,100,4.17,40.7,30,47.6,15.7,325.7,10,2021-07-09 5:56:07,2021-07-09 19:17:22
32970,2021-07-10,26.9,19.1,62.9,0,0,0,40.7,27.7,60.9,15.7,274.4,9,2021-07-10 5:56:30,2021-07-10 19:17:15
33652,2021-07-11,26.8,18,59.4,0,0,0,72,30.1,68.8,15.7,236,9,2021-07-11 5:56:53,2021-07-11 19:17:08
34717,2021-07-12,26.4,19.4,66.7,0.646,100,25,36.6,24.1,67.6,15.3,228.6,8,2021-07-12 5:57:16,2021-07-12 19:16:59
33929,2021-07-13,27,18.6,61.1,0.085,100,4.17,36.1,26.7,63,15.6,269.6,10,2021-07-13 5:57:39,2021-07-13 19:16:49
33305,2021-07-14,26.7,19.6,65.6,0.356,100,37.5,38.9,24.9,73.8,15.4,266.5,10,2021-07-14 5:58:03,2021-07-14 19:16:38
33064,2021-07-15,27.2,19.3,62.9,0.413,100,8.33,46.2,30,50.7,15.7,288.8,10,2021-07-15 5:58:26,2021-07-15 19:16:26
32174,2021-07-16,27.4,18.8,59.9,0,0,0,52.3,33.8,57.4,15.9,149.4,5,2021-07-16 5:58:50,2021-07-16 19:16:13
32272,2021-07-17,27.3,18.9,60.6,0.044,100,4.17,50,33,78.6,16,208.8,6,2021-07-17 5:59:14,2021-07-17 19:15:58
32637,2021-07-18,27.2,19.1,61.6,0.234,100,12.5,54,32.6,57.5,15.9,232.2,8,2021-07-18 5:59:38,2021-07-18 19:15:43
33586,2021-07-19,26.9,19.4,64.5,0.084,100,12.5,50,34.3,58.7,15.9,150.6,6,2021-07-19 6:00:02,2021-07-19 19:15:26
32396,2021-07-20,26.8,19.2,63.4,0.095,100,4.17,53.6,33.9,53.2,15.9,159.2,8,2021-07-20 6:00:25,2021-07-20 19:15:08
32581,2021-07-21,26.7,19.6,65.3,0.294,100,12.5,46.1,30.2,71.6,15.9,98.8,4,2021-07-21 6:00:49,2021-07-21 19:14:50
30090,2021-07-22,27.2,18.5,59.5,0,0,0,54.2,37.5,60.6,16,317.5,10,2021-07-22 6:01:13,2021-07-22 19:14:30
28907,2021-07-23,27,19.4,63.7,0.352,100,16.67,60.8,35.1,56.4,15.9,278,10,2021-07-23 6:01:37,2021-07-23 19:14:08
30255,2021-07-24,27.5,20.8,67.4,0.205,100,16.67,72,32.5,62.7,15.9,253.6,9,2021-07-24 6:02:01,2021-07-24 19:13:46
30993,2021-07-25,28,20.9,65.7,0,0,0,53.6,32.7,51.1,16,201.8,7,2021-07-25 6:02:25,2021-07-25 19:13:23
32226,2021-07-26,27.6,19.2,60.7,0,0,0,53.2,35.6,43,16,157.7,6,2021-07-26 6:02:48,2021-07-26 19:12:58
32660,2021-07-27,27.5,18.6,59.1,0,0,0,46.3,32.9,49.4,16,254.5,8,2021-07-27 6:03:12,2021-07-27 19:12:33
31570,2021-07-28,27.1,19.7,64.2,0,0,0,46.4,33.7,75.2,16,191.9,7,2021-07-28 6:03:35,2021-07-28 19:12:06
28544,2021-07-29,27.5,20.1,64.8,0.14,100,8.33,144,28.6,69.7,15.9,232.8,10,2021-07-29 6:03:59,2021-07-29 19:11:38
28252,2021-07-30,27.6,19.3,61.2,0,0,0,41.5,29.9,46.7,16,259.3,10,2021-07-30 6:04:22,2021-07-30 19:11:10
29897,2021-07-31,27.4,18.3,58.1,0,0,0,55.1,34.3,38.3,16,183.6,5,2021-07-31 6:04:45,2021-07-31 19:10:40
32171,2021-08-01,27.5,17.3,54.5,0,0,0,55.2,35.7,34.8,16,182.1,7,2021-08-01 6:05:08,2021-08-01 19:10:09
32761,2021-08-02,27.1,17.3,55.8,0.268,100,4.17,57.4,37.5,55.3,16,197.4,7,2021-08-02 6:05:30,2021-08-02 19:09:37
31681,2021-08-03,27,17.7,57.6,0.191,100,8.33,50.6,32.6,57.1,15.9,230.8,8,2021-08-03 6:05:53,2021-08-03 19:09:04
31791,2021-08-04,27.1,17.5,56.3,0,0,0,59,33.4,44.4,16,199.3,8,2021-08-04 6:06:15,2021-08-04 19:08:30
29385,2021-08-05,26.7,18.5,61,0,0,0,144,35.7,56.9,16,165,7,2021-08-05 6:06:37,2021-08-05 19:07:55
29490,2021-08-06,27.7,18.7,58.7,0.191,100,4.17,48.4,29.3,49.4,15.9,300.1,10,2021-08-06 6:06:59,2021-08-06 19:07:20
29963,2021-08-07,27.4,18.1,57.3,0,0,0,40.7,29,42.9,16,231.1,7,2021-08-07 6:07:20,2021-08-07 19:06:43
29739,2021-08-08,27,17.9,58.2,0,0,0,44.1,27.2,43.3,16,237.2,10,2021-08-08 6:07:42,2021-08-08 19:06:05
32223,2021-08-09,27.4,17.8,56.8,0,0,0,42.5,27.1,51.4,16,306.5,10,2021-08-09 6:08:03,2021-08-09 19:05:26
29420,2021-08-10,27.3,19.8,64.5,0,0,0,37.1,23.3,56.9,16,304.5,10,2021-08-10 6:08:24,2021-08-10 19:04:47
29711,2021-08-11,27.6,19.6,62.4,0,0,0,40.7,27.2,53.2,16,299.4,10,2021-08-11 6:08:44,2021-08-11 19:04:07
28390,2021-08-12,27.4,18.7,59.8,0.044,100,4.17,39.1,22.6,36.6,16,273.5,10,2021-08-12 6:09:04,2021-08-12 19:03:25
27326,2021-08-13,27.5,19.4,62.2,0.073,100,4.17,47.9,30.1,49.9,16,246,8,2021-08-13 6:09:25,2021-08-13 19:02:43
28632,2021-08-14,27,19.1,62.4,0.385,100,8.33,44.3,28.3,60.4,15.9,227.1,10,2021-08-14 6:09:44,2021-08-14 19:02:00
29842,2021-08-15,27.7,18.4,58.1,0,0,0,42.5,25.4,32.3,16,241.3,10,2021-08-15 6:10:04,2021-08-15 19:01:17
29182,2021-08-16,26,19.6,68.4,2.602,100,12.5,,19.4,56.8,15.8,200.9,9,2021-08-16 6:10:23,2021-08-16 19:00:32
28326,2021-08-17,24.7,20.1,76,3.152,100,29.17,7.6,14.1,63.7,15.7,153.1,5,2021-08-17 6:10:43,2021-08-17 18:59:47
29290,2021-08-18,26.2,19.5,68.6,2.704,100,12.5,,22.9,48.8,15.9,318,10,2021-08-18 6:11:01,2021-08-18 18:59:01
28818,2021-08-19,26.5,19.7,67.5,1.313,100,33.33,42.5,28.2,59.3,16,158.6,6,2021-08-19 6:11:20,2021-08-19 18:58:14
28491,2021-08-20,27.2,18.8,60.9,0.117,100,4.17,42.5,30,45.5,15.9,303.8,10,2021-08-20 6:11:38,2021-08-20 18:57:27
29602,2021-08-21,26.8,19.1,63.5,0.058,100,12.5,72,26.4,76.1,16,138.9,7,2021-08-21 6:11:56,2021-08-21 18:56:39
30417,2021-08-22,27.5,19.5,62.2,0.842,100,16.67,38.8,28.8,69.1,15.9,164.3,6,2021-08-22 6:12:14,2021-08-22 18:55:50
29313,2021-08-23,26.2,21.8,77.3,2.077,100,41.67,52.2,28.8,87.5,15.1,172.6,7,2021-08-23 6:12:32,2021-08-23 18:55:00
28983,2021-08-24,26.9,19.7,65.7,0.582,100,4.17,50.2,32.1,74.1,15.9,162.6,7,2021-08-24 6:12:49,2021-08-24 18:54:10
29241,2021-08-25,27.2,18,58.1,0.161,100,12.5,47.9,34.3,42.4,16,249.3,10,2021-08-25 6:13:07,2021-08-25 18:53:20
27641,2021-08-26,26.7,18.1,59.8,0,0,0,41.7,30,40,16,221.6,10,2021-08-26 6:13:24,2021-08-26 18:52:29
26271,2021-08-27,27,17.7,57.9,0,0,0,43.3,28.5,36,16,299.5,10,2021-08-27 6:13:40,2021-08-27 18:51:37
27987,2021-08-28,26.9,17.9,58.8,0.044,100,4.17,37.1,25.7,28.7,16,259.4,10,2021-08-28 6:13:57,2021-08-28 18:50:45
